차자, 51, 166
하하, 81, 190
타하, 56, 198
나자, 51, 192
사하, 86, 168
아다, 91, 151
다나, 53, 140
가다, 67, 199
가타, 86, 177
가아, 53, 180
파나, 67, 144
카사, 58, 156
바하, 62, 168
마하, 43, 177
라아, 41, 198
차다, 91, 175
나차, 95, 176
차나, 51, 178
라라, 72, 187
마파, 71, 148
가차, 71, 173
하카, 88, 189
자나, 69, 160
파카, 43, 160
아아, 89, 148
카가, 55, 187
카라, 89, 176
아파, 90, 195
마자, 45, 150
마사, 59, 154
사아, 75, 153
차바, 79, 172
라자, 68, 181
카차, 46, 195
나나, 60, 177
마타, 56, 145
사자, 95, 178
하하, 84, 142
자사, 97, 196
차마, 60, 159
사차, 55, 180
자차, 48, 170
카파, 46, 180
파파, 44, 180
하타, 85, 145
아파, 50, 143
아라, 57, 188
카가, 45, 148
아카, 49, 166
라가, 66, 147
사사, 78, 187
아나, 95, 147
아파, 75, 198
라카, 89, 175
아나, 80, 181
하나, 43, 186
자다, 55, 190
라나, 66, 195
마사, 71, 169
사카, 92, 194
가아, 79, 181
파라, 77, 172
바차, 62, 146
자차, 79, 198
카파, 72, 187
사나, 88, 153
나자, 98, 166
사차, 97, 174
아다, 69, 150
하사, 64, 145
라아, 92, 173
다카, 64, 158
마차, 67, 145
나차, 83, 197
아가, 88, 157
하가, 74, 164
사마, 51, 198
다하, 41, 161
나마, 73, 194
파다, 88, 178
차사, 64, 152
자다, 92, 187
하라, 87, 191
마카, 95, 177
자파, 49, 172
타가, 91, 187
아사, 88, 184
가카, 79, 179
바파, 54, 177
파마, 62, 155
파파, 83, 176
나자, 77, 147
나파, 76, 192
사가, 62, 156
나라, 97, 165
가사, 68, 171
차차, 70, 162
라가, 54, 185
차카, 74, 195
마사, 88, 175
파마, 62, 197
파가, 58, 196
마아, 60, 179
타카, 62, 175
가카, 88, 152
파자, 57, 173
카라, 47, 179
자가, 41, 164
바마, 57, 182
라나, 53, 164
사다, 77, 142
카마, 89, 182
하나, 89, 141
다자, 69, 178
자나, 66, 179
자아, 68, 197
아타, 72, 160
가라, 90, 180
타파, 72, 162
자파, 77, 148
라카, 59, 185
바바, 52, 165
파자, 54, 145
파라, 97, 162
나아, 65, 156
자바, 48, 171
차타, 66, 154
자가, 54, 154
카사, 52, 195
사아, 49, 140
차자, 72, 160
카카, 73, 178
카하, 66, 150
타마, 76, 146
파사, 44, 192
다라, 51, 164
마가, 42, 197
자자, 76, 151
카사, 50, 192
사바, 70, 147
다라, 77, 167
카차, 47, 158
사라, 54, 155
차하, 63, 167
라자, 74, 198
라마, 76, 168
다나, 84, 165
다자, 62, 171
가사, 68, 194
아파, 43, 187
차아, 93, 155
타자, 96, 178
바아, 62, 175
라카, 48, 166
라차, 93, 183
나아, 86, 186
마차, 67, 151
하하, 91, 155
바카, 91, 147
자차, 74, 175
아하, 52, 179
나차, 83, 153
가다, 82, 140
나타, 60, 196
아다, 95, 153
하차, 67, 198
사라, 92, 199
사차, 57, 152
아바, 42, 150
자나, 49, 176
바차, 47, 151
카카, 76, 158
자나, 67, 154
마바, 41, 196
타가, 46, 199
자카, 77, 188
카마, 82, 177
하나, 49, 156
다다, 72, 144
카카, 56, 146
다바, 45, 197
가바, 60, 145
사파, 53, 197
카마, 87, 177
아파, 47, 171
가바, 89, 177
차카, 45, 153
차차, 47, 189
바자, 58, 166
마마, 70, 142
자나, 66, 187
가사, 63, 161
라다, 46, 140
가하, 57, 171
파하, 90, 173
하라, 44, 162
자가, 90, 147
파차, 62, 170
다다, 49, 180
라다, 73, 174
다자, 50, 188
나차, 78, 197
하아, 46, 156
라하, 46, 166
마마, 52, 172
바카, 70, 142
라카, 47, 188
다다, 84, 191
차타, 52, 178
바바, 40, 175
하카, 58, 156
가자, 49, 146
파다, 57, 160
마바, 92, 185
가라, 46, 160
바나, 71, 198
자사, 91, 163
다하, 97, 157
사하, 56, 183
나아, 55, 173
차아, 42, 184
하타, 64, 166
라가, 79, 183
사하, 68, 169
라다, 94, 166
아가, 60, 189
다다, 72, 168
마다, 84, 189
바타, 63, 158
가파, 87, 160
바사, 85, 168
가파, 58, 156
다라, 60, 178
하자, 92, 190
아하, 81, 187
카차, 93, 141
바아, 40, 142
가아, 86, 168
아자, 40, 184
하가, 44, 162
타타, 96, 151
라다, 90, 191
마마, 64, 143
하라, 45, 181
나차, 93, 186
차하, 49, 163
다아, 74, 194
아다, 54, 194
타바, 78, 159
라다, 67, 147
타라, 77, 152
사아, 85, 145
타파, 68, 195
사사, 87, 174
아카, 68, 147
카나, 48, 164
나카, 93, 164
하차, 57, 170
파사, 66, 197
파사, 73, 140
사파, 70, 197
타나, 67, 196
차아, 62, 195
파다, 68, 160
나파, 77, 188
파하, 65, 156
바사, 56, 159
가가, 68, 197
하타, 92, 152
자마, 71, 175
차나, 81, 155
자하, 96, 141
바하, 88, 188
바카, 80, 174
바바, 58, 153
타차, 82, 181
바가, 74, 146
차바, 61, 155
파라, 89, 190
타카, 54, 193
마가, 58, 146
가아, 69, 156
카가, 47, 142
자다, 75, 146
카나, 76, 184
가마, 97, 144
타차, 52, 156
가바, 77, 145
자라, 90, 170
라카, 40, 142
카가, 52, 198
사사, 52, 174
차가, 79, 175
마라, 66, 177
가나, 83, 155
다자, 43, 163
자나, 72, 182
타파, 86, 179
바가, 95, 176
바라, 95, 140
자가, 74, 190
차라, 80, 140
자바, 92, 168
다카, 58, 181
파하, 67, 192
파마, 44, 169
아다, 47, 190
가아, 51, 172
바마, 58, 177
라라, 96, 164
가나, 68, 173
자사, 57, 195
라파, 94, 166
사파, 56, 194
하차, 74, 160
가가, 41, 195
가자, 62, 171
나아, 81, 172
마가, 80, 169
마자, 92, 177
마자, 66, 173
아바, 94, 172
자타, 77, 164
바타, 87, 182
다라, 89, 160
아차, 46, 166
사사, 92, 188
라바, 82, 142
자가, 74, 199
차다, 75, 149
사카, 63, 144
나자, 49, 160
하라, 88, 184
라차, 67, 150
나차, 98, 155
마가, 47, 182
자자, 48, 197
하바, 87, 145
바타, 45, 158
자자, 96, 140
가나, 82, 159
다가, 67, 187
바다, 57, 174
라다, 99, 165
바카, 46, 183
라하, 55, 175
라카, 94, 159
마가, 61, 154
카다, 87, 190
타다, 44, 190
아타, 43, 164
다나, 97, 194
하라, 67, 172
아다, 42, 190
카카, 74, 152
타카, 82, 160
다바, 66, 185
다라, 74, 167
다파, 84, 160
차하, 68, 195
차아, 72, 168
아나, 99, 146
자카, 76, 164
바파, 91, 199
아라, 43, 140
마바, 68, 171
사아, 45, 141
다파, 57, 164
차나, 51, 182
사하, 56, 172
타하, 58, 183
마사, 48, 161
하타, 91, 153
라마, 94, 169
나나, 89, 167
마카, 88, 153
하카, 43, 171
마타, 70, 198
파나, 45, 186
아사, 83, 148
나마, 79, 174
라마, 58, 156
하차, 49, 157
하차, 44, 152
자카, 71, 148
나카, 55, 180
타다, 57, 195
사라, 80, 146
파마, 43, 178
파자, 96, 170
가다, 87, 191
자라, 71, 169
차마, 57, 154
하가, 40, 150
마하, 89, 165
파라, 64, 169
바나, 43, 150
파가, 90, 151
가파, 48, 171
가타, 66, 193
나마, 72, 168
자차, 66, 175
파타, 47, 179
가타, 53, 163
마카, 77, 150
라자, 98, 194
다라, 52, 144
타차, 59, 158
자라, 75, 148
하마, 87, 153
마가, 44, 187
타바, 75, 164
나타, 57, 182
차아, 64, 146
자아, 79, 198
사다, 55, 198
사카, 71, 175
라하, 90, 192
다하, 88, 193
카파, 59, 146
자나, 47, 148
사다, 87, 177
라나, 40, 156
하차, 59, 155
사다, 56, 191
자다, 99, 163
라하, 85, 185
차차, 86, 173
자가, 77, 188
다자, 65, 147
하타, 44, 163
타타, 70, 170
자파, 72, 195
가카, 98, 162
바가, 70, 147
파다, 90, 145
카나, 88, 149
타바, 42, 161
하다, 72, 161
타다, 61, 175
카다, 88, 183
타사, 90, 181
사라, 86, 156
가타, 40, 178
하파, 81, 142
라하, 94, 193
나바, 89, 183
가파, 50, 156
마자, 65, 183
마하, 48, 144
하카, 88, 189
타자, 74, 160
하마, 58, 149
타가, 41, 140
카사, 52, 196
자카, 82, 159
나바, 74, 144
나사, 73, 178
라나, 65, 164
하라, 78, 160
파사, 73, 144
가마, 88, 153
가라, 45, 198
사카, 61, 169
파바, 90, 183
파다, 59, 174
다바, 51, 194
라아, 60, 198
하차, 68, 187
타바, 66, 196
아마, 94, 164
사자, 47, 154
다카, 42, 192
나카, 41, 174
하나, 70, 140
차자, 72, 145
가마, 45, 178
가아, 46, 199
바아, 82, 143
라아, 69, 171
나가, 88, 169
아파, 51, 159
마가, 87, 148
나타, 48, 151
라가, 53, 182
차다, 57, 199
아아, 43, 152
바자, 59, 186
하자, 80, 181
하라, 54, 160
차마, 45, 162
다아, 89, 143
자나, 73, 190
하바, 65, 152
아나, 97, 167
카파, 52, 152
자라, 95, 196
다차, 83, 172
나자, 74, 154
차차, 51, 188
바차, 80, 158
라가, 59, 163
하사, 54, 176
타하, 97, 169
자아, 55, 146
파하, 56, 168
자자, 72, 187
가아, 92, 152
가라, 61, 167
나다, 94, 171
타하, 45, 140
바하, 47, 182
차카, 62, 150
타타, 73, 199
가나, 51, 154
아카, 57, 197
카바, 82, 173
타나, 88, 156
하가, 59, 199
라마, 93, 171
파라, 75, 188
다다, 81, 194
파라, 56, 152
마타, 86, 141
차라, 40, 170
자파, 49, 185
바타, 49, 199
카자, 76, 189
마다, 83, 186
가라, 95, 157
차자, 92, 191
자아, 58, 183
타사, 41, 179
가나, 73, 183
사차, 80, 176
다카, 64, 187
차차, 49, 171
라타, 45, 163
아라, 89, 178
파다, 91, 156
타카, 88, 164
아라, 82, 158
나하, 80, 168
가바, 76, 171
하하, 44, 198
차카, 59, 161
아카, 56, 155
카차, 87, 193
아자, 92, 182
타마, 89, 194
하하, 82, 176
아하, 40, 148
사마, 81, 179
아카, 97, 154
파자, 55, 185
타차, 88, 147
타라, 98, 188
가카, 75, 195
나다, 87, 162
가차, 59, 190
사자, 85, 176
파자, 43, 165
카파, 50, 182
마라, 42, 191
나바, 90, 155
사아, 45, 150
하자, 63, 179
라라, 66, 140
차차, 93, 176
나사, 50, 154
자사, 83, 164
마파, 91, 197
사가, 99, 197
바하, 75, 160
가바, 81, 154
파차, 74, 153
파라, 76, 161
마다, 80, 149
마가, 92, 192
차가, 40, 196
나나, 96, 168
라하, 57, 162
차사, 56, 176
하가, 73, 170
타다, 64, 166
카나, 40, 184
파하, 77, 160
차아, 78, 191
바자, 95, 198
마마, 68, 144
다하, 79, 161
마사, 71, 193
바라, 56, 144
다바, 57, 146
하마, 83, 185
마바, 73, 189
하카, 54, 157
사자, 74, 188
나아, 52, 161
하차, 67, 189
사파, 65, 151
하다, 93, 162
타자, 43, 145
아다, 47, 195
바타, 70, 171
나아, 83, 188
바나, 52, 148
아바, 80, 177
차타, 78, 191
하하, 53, 151
자카, 61, 187
카타, 47, 179
바파, 73, 169
바가, 59, 160
라라, 64, 164
사자, 50, 197
아타, 51, 165
가카, 96, 168
라바, 64, 159
차아, 48, 184
다카, 55, 159
카자, 51, 181
가라, 72, 147
파타, 72, 198
바하, 73, 141
자카, 82, 157
나사, 69, 186
자사, 81, 159
카바, 40, 159
다파, 67, 173
아아, 47, 199
라자, 48, 175
파차, 70, 185
라다, 47, 181
아다, 88, 164
카사, 57, 178
바마, 56, 158
사사, 75, 192
사사, 45, 145
가차, 83, 143
카마, 61, 146
파자, 81, 162
다아, 96, 172
다파, 43, 154
가아, 61, 176
차자, 91, 149
자자, 90, 191
하자, 92, 143
나파, 76, 161
자자, 62, 199
파타, 65, 159
마나, 70, 192
마파, 75, 141
사타, 64, 166
사타, 67, 194
파바, 73, 176
아사, 44, 164
나파, 50, 155
파마, 70, 185
다차, 86, 154
파사, 71, 176
사아, 79, 169
타하, 59, 179
하다, 56, 183
타카, 77, 159
라카, 64, 181
바자, 94, 151
사나, 92, 194
마타, 50, 146
하하, 51, 149
하아, 71, 186
자파, 62, 194
마다, 76, 189
마사, 52, 177
타라, 99, 188
마마, 70, 146
사마, 60, 153
차차, 44, 183
자아, 74, 163
하나, 87, 147
하바, 62, 187
파나, 58, 155
차라, 84, 167
다라, 79, 162
바자, 87, 165
마파, 94, 172
하차, 68, 147
마자, 71, 176
바사, 77, 142
바사, 67, 172
하차, 48, 169
라사, 74, 193
바하, 57, 189
라자, 45, 181
카바, 42, 164
아사, 54, 157
바가, 96, 184
마가, 56, 195
나자, 91, 157
나라, 85, 170
바가, 78, 148
마자, 71, 182
사타, 53, 169
하마, 45, 153
나타, 57, 177
라자, 55, 188
나가, 59, 160
자라, 70, 183
파파, 64, 195
가차, 66, 179
사라, 88, 144
다하, 56, 155
사바, 56, 198
가마, 76, 147
차사, 93, 149
마아, 80, 180
나자, 51, 183
사아, 54, 182
다자, 40, 183
차라, 80, 160
가마, 72, 143
차차, 74, 179
가가, 67, 140
타자, 71, 199
마아, 55, 153
다차, 71, 199
파라, 68, 176
자아, 71, 163
다바, 85, 162
다아, 87, 171
가하, 50, 148
가타, 74, 146
차하, 98, 193
파하, 90, 174
카아, 94, 169
가라, 72, 191
아자, 98, 180
아마, 66, 151
가카, 54, 166
아다, 40, 181
가카, 45, 175
다바, 82, 198
아사, 89, 196
마마, 75, 193
바가, 89, 171
라타, 98, 161
사하, 83, 159
라차, 49, 158
자파, 64, 193
자가, 50, 155
자나, 92, 147
바카, 43, 169
마차, 91, 163
차차, 44, 156
나사, 83, 154
차하, 83, 188
자마, 52, 179
마가, 58, 187
아파, 48, 141
자다, 43, 144
라타, 61, 151
바나, 55, 147
다가, 65, 177
바마, 69, 159
타사, 65, 189
자자, 82, 180
아아, 54, 146
나사, 79, 163
파파, 84, 195
사하, 42, 179
마바, 56, 152
하마, 86, 140
파타, 48, 192
바사, 93, 167
아바, 59, 186
자가, 91, 174
바아, 43, 163
타나, 91, 192
파타, 93, 196
파사, 41, 161
타가, 86, 193
자나, 97, 173
다바, 65, 141
차마, 91, 168
사나, 69, 184
타바, 61, 158
라카, 55, 147
라사, 48, 167
마카, 90, 167
다차, 82, 180
바마, 43, 176
파다, 49, 148
카나, 91, 155
다카, 69, 180
타다, 49, 183
나하, 71, 184
가아, 69, 157
라카, 50, 175
아바, 46, 143
아파, 96, 199
바아, 41, 171
